Sample	ID	Lane	Patient	Type	RG9MTD1	RG9MTD1_num	Expression	Gene
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	176.22	MT-CYB
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	72.761	MT-ND1
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	64.159	MT-ND2
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	136.463	MT-ND3
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	240.372	MT-ND4
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	28.765	MT-ND4L
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	147.455	MT-ND5
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	13.323	MT-ND6
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	71.092	MT-RNR1
124N	R18038785LD01-BDESCCDNA124-N	R18038785LD01	124	Normal	NO	0	734.917	MT-RNR2
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	178.032	MT-ATP6
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	13.927	MT-ATP8
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	3582.004	MT-CO1
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	687.866	MT-CO2
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	1732.568	MT-CO3
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	172.317	MT-CYB
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	72.249	MT-ND1
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	70.645	MT-ND2
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	121.757	MT-ND3
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	279.595	MT-ND4
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	37.001	MT-ND4L
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	172.662	MT-ND5
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	14.364	MT-ND6
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	131.341	MT-RNR1
124T	R18038786LD01-BDESCCDNA124-T	R18038786LD01	124	Tumor	NO	0	804.59	MT-RNR2
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	164.757	MT-ATP6
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	9.843	MT-ATP8
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	3911.413	MT-CO1
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	658.375	MT-CO2
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	2043.168	MT-CO3
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	251.471	MT-CYB
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	92.742	MT-ND1
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	94.773	MT-ND2
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	300.64	MT-ND3
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	266.044	MT-ND4
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	34.911	MT-ND4L
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	173.181	MT-ND5
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	12.793	MT-ND6
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	213.295	MT-RNR1
126N	R18038787LD01-BDESCCDNA126-N	R18038787LD01	126	Normal	NO	0	1467.206	MT-RNR2
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	317.076	MT-ATP6
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	15.371	MT-ATP8
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	3707.521	MT-CO1
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	534.918	MT-CO2
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	2101.181	MT-CO3
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	429.232	MT-CYB
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	328.461	MT-ND1
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	403.252	MT-ND2
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	165.147	MT-ND3
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	703.147	MT-ND4
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	112.72	MT-ND4L
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	389.264	MT-ND5
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	15.824	MT-ND6
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	74.567	MT-RNR1
126T	R18038788LD01-BDESCCDNA126-T	R18038788LD01	126	Tumor	NO	0	962.582	MT-RNR2
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	177.9	MT-ATP6
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	13.74	MT-ATP8
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	3745.365	MT-CO1
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	695.993	MT-CO2
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	1917.803	MT-CO3
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	198.288	MT-CYB
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	118.548	MT-ND1
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	91.832	MT-ND2
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	149.898	MT-ND3
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	270.445	MT-ND4
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	34.968	MT-ND4L
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	151.39	MT-ND5
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	12.692	MT-ND6
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	229.131	MT-RNR1
128N	R18038789LD01-BDESCCDNA128-N	R18038789LD01	128	Normal	NO	0	1616.103	MT-RNR2
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	151.253	MT-ATP6
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	14.634	MT-ATP8
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	2431.414	MT-CO1
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	632.777	MT-CO2
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	1057.392	MT-CO3
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	122.623	MT-CYB
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	66.22	MT-ND1
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	100.291	MT-ND2
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	100.331	MT-ND3
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	234.507	MT-ND4
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	33.663	MT-ND4L
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	131.756	MT-ND5
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	13.66	MT-ND6
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	296.307	MT-RNR1
128T	R18038790LD01-BDESCCDNA128-T	R18038790LD01	128	Tumor	YES	1	963.273	MT-RNR2
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	158.284	MT-ATP6
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	13.815	MT-ATP8
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	3837.217	MT-CO1
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	906.091	MT-CO2
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	2330.992	MT-CO3
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	216.826	MT-CYB
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	99.381	MT-ND1
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	97.94	MT-ND2
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	219.718	MT-ND3
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	247.373	MT-ND4
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	28.714	MT-ND4L
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	172.516	MT-ND5
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	12.859	MT-ND6
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	238.207	MT-RNR1
129N	R18038791LD02-BDESCCDNA129-N	R18038791LD02	129	Normal	NO	0	1796.039	MT-RNR2
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	57.683	MT-ATP6
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	6.375	MT-ATP8
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	1618.187	MT-CO1
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	365.167	MT-CO2
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	618.893	MT-CO3
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	82.366	MT-CYB
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	46.686	MT-ND1
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	43.912	MT-ND2
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	71.36	MT-ND3
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	124.81	MT-ND4
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	15.593	MT-ND4L
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	84.315	MT-ND5
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	8.346	MT-ND6
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	238.224	MT-RNR1
129T	R18038792LD02-BDESCCDNA129-T	R18038792LD02	129	Tumor	NO	0	932.053	MT-RNR2
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	213.069	MT-ATP6
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	17.566	MT-ATP8
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	4105.176	MT-CO1
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	692.817	MT-CO2
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	1689.647	MT-CO3
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	381.752	MT-CYB
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	142.535	MT-ND1
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	191.599	MT-ND2
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	160.242	MT-ND3
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	512.223	MT-ND4
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	68.922	MT-ND4L
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	410.675	MT-ND5
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	26.595	MT-ND6
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	11002.616	MT-RNR1
130N	R18038793LD01-BDESCCDNA130-N	R18038793LD01	130	Normal	NO	0	12411.212	MT-RNR2
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	149.569	MT-ATP6
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	15.853	MT-ATP8
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	2849.685	MT-CO1
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	782.816	MT-CO2
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	1544.645	MT-CO3
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	172.135	MT-CYB
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	60.992	MT-ND1
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	94.723	MT-ND2
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	96.204	MT-ND3
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	224.582	MT-ND4
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	31.138	MT-ND4L
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	168.085	MT-ND5
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	17.26	MT-ND6
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	450.351	MT-RNR1
130T	R18038794LD01-BDESCCDNA130-T	R18038794LD01	130	Tumor	NO	0	1528.767	MT-RNR2
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	123.997	MT-ATP6
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	9.631	MT-ATP8
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	4059.527	MT-CO1
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	710.113	MT-CO2
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	2306.543	MT-CO3
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	140.622	MT-CYB
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	61.039	MT-ND1
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	58.411	MT-ND2
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	206.007	MT-ND3
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	198.252	MT-ND4
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	23.202	MT-ND4L
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	104.004	MT-ND5
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	9.6	MT-ND6
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	640.818	MT-RNR1
132N	R18038795LD01-BDESCCDNA132-N	R18038795LD01	132	Normal	NO	0	2043.468	MT-RNR2
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	173.793	MT-ATP6
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	18.608	MT-ATP8
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	2802.447	MT-CO1
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	807.764	MT-CO2
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	1391.503	MT-CO3
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	128.221	MT-CYB
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	77.98	MT-ND1
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	95.266	MT-ND2
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	189.969	MT-ND3
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	238.004	MT-ND4
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	30.041	MT-ND4L
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	131.11	MT-ND5
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	13.686	MT-ND6
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	384.32	MT-RNR1
132T	R18038796LD01-BDESCCDNA132-T	R18038796LD01	132	Tumor	NO	0	1969.682	MT-RNR2
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	248.223	MT-ATP6
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	19.419	MT-ATP8
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	4778.294	MT-CO1
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	918.378	MT-CO2
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	2495.928	MT-CO3
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	221.024	MT-CYB
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	115.467	MT-ND1
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	97.983	MT-ND2
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	342.854	MT-ND3
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	334.099	MT-ND4
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	45.847	MT-ND4L
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	153.713	MT-ND5
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	12.382	MT-ND6
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	452.33	MT-RNR1
137N	R18038799LD01-BDESCCDNA137-N	R18038799LD01	137	Normal	NO	0	2448.691	MT-RNR2
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	152.615	MT-ATP6
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	15.355	MT-ATP8
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	3483.508	MT-CO1
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	931.998	MT-CO2
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	1763.302	MT-CO3
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	186.727	MT-CYB
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	116.127	MT-ND1
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	98.523	MT-ND2
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	236.226	MT-ND3
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	286.688	MT-ND4
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	40.617	MT-ND4L
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	152.477	MT-ND5
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	16.549	MT-ND6
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	634.145	MT-RNR1
137T	R18038800LD01-BDESCCDNA137-T	R18038800LD01	137	Tumor	NO	0	1300.278	MT-RNR2
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	233.114	MT-ATP6
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	22.069	MT-ATP8
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	3612.169	MT-CO1
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	784.499	MT-CO2
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	2012.422	MT-CO3
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	226.196	MT-CYB
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	154.773	MT-ND1
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	139.713	MT-ND2
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	265.631	MT-ND3
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	415.343	MT-ND4
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	46.522	MT-ND4L
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	250.045	MT-ND5
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	34.463	MT-ND6
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	3872.077	MT-RNR1
138N	R18038801LD01-BDESCCDNA138-N	R18038801LD01	138	Normal	NO	0	6030.112	MT-RNR2
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	100.478	MT-ATP6
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	8.697	MT-ATP8
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	2702.593	MT-CO1
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	723.183	MT-CO2
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	1554.516	MT-CO3
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	97.731	MT-CYB
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	55.166	MT-ND1
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	64.348	MT-ND2
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	169.143	MT-ND3
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	190.267	MT-ND4
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	25.602	MT-ND4L
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	90.986	MT-ND5
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	9.156	MT-ND6
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	404.128	MT-RNR1
138T	R18038802LD01-BDESCCDNA138-T	R18038802LD01	138	Tumor	NO	0	1139.997	MT-RNR2
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	123.3	MT-ATP6
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	10.088	MT-ATP8
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	3271.179	MT-CO1
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	743.691	MT-CO2
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	2291.965	MT-CO3
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	164.647	MT-CYB
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	62.832	MT-ND1
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	78.314	MT-ND2
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	188.859	MT-ND3
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	192.868	MT-ND4
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	23.617	MT-ND4L
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	83.707	MT-ND5
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	7.709	MT-ND6
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	328.233	MT-RNR1
139N	R18038803LD01-BDESCCDNA139-N	R18038803LD01	139	Normal	NO	0	2129.361	MT-RNR2
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	116.508	MT-ATP6
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	9.27	MT-ATP8
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	1595.881	MT-CO1
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	474.46	MT-CO2
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	1420.382	MT-CO3
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	103.348	MT-CYB
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	61.495	MT-ND1
139T	R18038804LD01-BDESCCDNA139-T	R18038804LD01	139	Tumor	NO	0	90.184	MT-ND2
